OrderID,OrderDate,Region,City,Store,SalesChannel,CustomerID,Model,Variant,Color,StorageGB,WarrantyMonths,Serial,PaymentMethod,ListPrice,DiscountPct,DiscountAmount,FinalUnitPrice,Quantity,TotalAmount,SalesRep
ORD-00998,2023-09-30 14:01,India,Ahmedabad,JD Central,Enterprise,CUST-335980,iPad Pro 11,128GB/Black,Black,128,12,733279850454VBX,Wallet,999.0,8.82,88.16,910.84,2,1821.68,F. Garcia
ORD-00261,2023-10-01 13:29,Latin America,,Croma,Online,CUST-815829,iPhone 16 Pro Max,128GB/Green,Green,128,12,973593162431ZSA,Debit Card,1299.0,8.54,110.97,1188.03,1,1188.03,H. Martin
ORD-00627,2023-10-02 04:27,Europe,,Lazada,Online,CUST-342765,iPhone 15,256GB/Pink,Pink,256,24,571627920422EYB,Debit Card,918.85,6.36,58.48,860.37,1,860.37,P. Nair
ORD-00597,2023-10-02 04:37,North America,,Lazada,Retail,CUST-699667,iPhone SE (3rd Gen),128GB/Titanium,Titanium,128,24,923149474614BAW,Cash,493.35,6.0,29.61,463.74,1,463.74,K. Davis
ORD-00437,2023-10-02 19:45,North America,,Jumia,Retail,CUST-785813,iPhone 16,256GB/Blue,Blue,256,24,681345483185NHV,Credit Card,918.85,6.32,58.05,860.8,2,1721.6,S. Singh
ORD-00925,2023-10-03 11:20,North America,,Croma,Authorized Reseller,CUST-994145,iPhone 16 Pro Max,1024GB/Midnight,Midnight,1024,24,861093032585FXK,Cash,1883.55,7.5,141.31,1742.24,1,1742.24,D. Johnson
ORD-00545,2023-10-04 11:45,North America,,Amazon Online,Retail,CUST-297010,iPad Pro 11,128GB/Green,Green,128,24,878251573478BBB,Credit Card,999.0,4.98,49.77,949.23,1,949.23,L. Chen
ORD-00311,2023-10-04 16:06,India,Noida,Apple Reseller,Online,CUST-834168,iPhone 15 Pro,512GB/Green,Green,512,12,152896232665MDH,Net Banking,1298.7,6.46,83.89,1214.81,1,1214.81,K. Davis
ORD-00472,2023-10-05 17:20,Middle East,,Apple Reseller,Online,CUST-678930,iPhone 14 Pro,512GB/Midnight,Midnight,512,12,365185971889DUJ,Cash,1298.7,6.69,86.9,1211.8,2,2423.6,E. Brown
ORD-00072,2023-10-06 00:54,India,Jaipur,Apple Store,Online,CUST-169605,iPad Pro 13,512GB/Pink,Pink,512,24,913274231594FLV,Cash,1688.7,3.3,55.77,1632.93,3,4898.79,K. Davis
ORD-00180,2023-10-08 09:55,South East Asia,,Noon,Authorized Reseller,CUST-460090,iPhone 14 Pro Max,256GB/White,White,256,12,803371295896MSH,EMI,1263.85,4.58,57.91,1205.94,2,2411.88,R. Sharma
ORD-00729,2023-10-09 01:51,Europe,,eBay Store,Enterprise,CUST-631723,iPhone 16 Pro Max,1024GB/Pink,Pink,1024,12,959745289651LJH,Credit Card,1883.55,4.93,92.82,1790.73,2,3581.46,A. Kumar
ORD-00258,2023-10-12 14:17,East Asia,,eBay Store,Enterprise,CUST-627822,iPad Pro 11,256GB/Starlight,Starlight,256,24,079890087173KWL,Credit Card,1148.85,4.03,46.32,1102.53,1,1102.53,D. Johnson
ORD-00915,2023-10-12 18:19,North America,,eBay Store,Online,CUST-413495,iPhone 15 Pro Max,128GB/Midnight,Midnight,128,24,223290219885PCF,Credit Card,1199.0,7.81,93.65,1105.35,1,1105.35,M. Das
ORD-00191,2023-10-12 22:02,North America,,Croma,Online,CUST-687861,iPad Pro 13,512GB/Pink,Pink,512,24,136915432145ZMS,Credit Card,1688.7,8.29,139.93,1548.77,1,1548.77,D. Johnson
ORD-00807,2023-10-13 07:43,Middle East,,Noon,Online,CUST-525434,iPhone 16 Pro Max,1024GB/Black,Black,1024,12,429435772785HZS,Debit Card,1883.55,8.17,153.82,1729.73,1,1729.73,L. Chen
ORD-00703,2023-10-13 10:44,India,Lucknow,Flipkart Online,Authorized Reseller,CUST-579467,iPhone 14 Pro,256GB/Red,Red,256,12,509054621662AEM,UPI,1148.85,4.25,48.79,1100.06,1,1100.06,L. Chen
ORD-00980,2023-10-14 22:21,Latin America,,JD Central,Retail,CUST-928826,iPhone 15 Plus,128GB/Pink,Pink,128,12,510038764549SJS,Cash,899.0,0.72,6.46,892.54,1,892.54,S. Singh
ORD-00630,2023-10-17 23:34,Europe,,eBay Store,Enterprise,CUST-506582,iPhone 14 Plus,128GB/Titanium,Titanium,128,24,205845020474AYM,Cash,799.0,8.68,69.38,729.62,1,729.62,E. Brown
ORD-00661,2023-10-18 02:16,Middle East,,Best Buy,Carrier,CUST-433308,iPad Pro 13,1024GB/Space Black,Space Black,1024,24,588835909272NBV,Credit Card,1883.55,7.81,147.11,1736.44,2,3472.88,K. Davis
ORD-00770,2023-10-18 06:16,Europe,,Lazada,Authorized Reseller,CUST-802688,iPhone SE (3rd Gen),64GB/Space Black,Space Black,64,12,985208187846WWE,Debit Card,429.0,2.85,12.23,416.77,1,416.77,R. Sharma
ORD-00280,2023-10-19 17:07,India,Pune,eBay Store,Retail,CUST-857538,iPad Air (M2),512GB/Space Black,Space Black,512,12,784721446627ZDQ,Credit Card,778.7,1.92,14.96,763.74,3,2291.22,M. Das
ORD-00797,2023-10-20 05:15,Africa,,Apple Store,Carrier,CUST-280255,iPad Pro 13,128GB/Blue,Blue,128,12,446686705581BQR,Debit Card,1299.0,3.26,42.33,1256.67,1,1256.67,I. Wilson
ORD-00858,2023-10-20 19:42,North America,,Croma,Online,CUST-199827,iPad Pro 13,512GB/Green,Green,512,12,342580851612WCH,Debit Card,1688.7,3.5,59.09,1629.61,2,3259.22,L. Chen
ORD-00599,2023-10-20 22:22,Europe,,Reliance Digital,Retail,CUST-685631,iPad Air (M2),1024GB/Midnight,Midnight,1024,24,266016001221KUS,Credit Card,868.55,4.69,40.76,827.79,1,827.79,V. Gupta
ORD-00804,2023-10-21 16:13,Latin America,,Apple Reseller,Retail,CUST-533166,iPad Pro 11,256GB/Titanium,Titanium,256,24,561923187794QLG,Net Banking,1148.85,4.84,55.61,1093.24,2,2186.48,A. Kumar
ORD-00003,2023-10-23 17:07,Middle East,,Amazon Online,Authorized Reseller,CUST-698646,iPhone 16 Pro Max,256GB/Black,Black,256,12,482199351819BVG,Credit Card,1493.85,2.61,39.02,1454.83,2,2909.66,E. Brown
ORD-00017,2023-10-27 19:52,Latin America,,Lazada,Online,CUST-724815,iPhone SE (3rd Gen),64GB/Space Black,Space Black,64,24,752882001826GGA,Cash,429.0,3.25,13.94,415.06,2,830.12,P. Nair
ORD-00208,2023-10-30 20:47,Latin America,,Jumia,Retail,CUST-672020,iPhone 16 Plus,256GB/White,White,256,12,818571533142AJJ,Cash,1033.85,0.52,5.38,1028.47,3,3085.41,A. Kumar
ORD-00093,2023-10-31 09:46,India,Bengaluru,Target,Online,CUST-411851,iPhone 16,128GB/White,White,128,24,643114367006PYH,Wallet,799.0,8.84,70.66,728.34,2,1456.68,S. Singh
ORD-00572,2023-11-02 20:52,Europe,,Target,Carrier,CUST-671902,iPhone 16 Pro,256GB/Starlight,Starlight,256,12,415078781824UYJ,Debit Card,1263.85,12.48,157.74,1106.11,2,2212.22,R. Sharma
ORD-00216,2023-11-03 00:43,North America,,Lazada,Online,CUST-236862,iPhone 14 Pro,256GB/Red,Red,256,12,578395856408GAU,Debit Card,1148.85,11.75,135.03,1013.82,3,3041.46,L. Chen
ORD-00187,2023-11-04 17:59,India,Lucknow,eBay Store,Retail,CUST-404123,iPhone SE (3rd Gen),128GB/Titanium,Titanium,128,12,629484700527SRB,UPI,493.35,9.06,44.69,448.66,2,897.32,I. Wilson
ORD-00921,2023-11-06 15:38,Europe,,Croma,Online,CUST-660782,iPhone 14,256GB/Blue,Blue,256,24,309732505334JYU,Credit Card,803.85,13.48,108.34,695.51,1,695.51,K. Davis
ORD-00011,2023-11-06 17:06,Latin America,,Best Buy,Online,CUST-481272,iPhone 14 Plus,256GB/White,White,256,12,901396245957DDR,Cash,918.85,11.1,102.04,816.81,3,2450.43,E. Brown
ORD-00116,2023-11-06 19:53,North America,,Lazada,Authorized Reseller,CUST-423588,iPhone 14 Plus,512GB/Midnight,Midnight,512,12,963666937405JJP,UPI,1038.7,12.03,124.99,913.71,1,913.71,E. Brown
ORD-00019,2023-11-07 16:32,Africa,,Noon,Retail,CUST-119613,iPhone 16 Pro Max,512GB/Black,Black,512,12,729022279180LXS,Credit Card,1688.7,15.65,264.22,1424.48,3,4273.44,S. Singh
ORD-00613,2023-11-08 14:13,Latin America,,Noon,Online,CUST-829635,iPhone 14 Pro Max,1024GB/Blue,Blue,1024,12,434798380500RDE,Debit Card,1593.55,18.06,287.85,1305.7,1,1305.7,F. Garcia
ORD-00865,2023-11-08 22:03,Africa,,Flipkart Online,Retail,CUST-550956,iPhone 16,256GB/Black,Black,256,12,267802081276HWX,Credit Card,918.85,9.51,87.42,831.43,1,831.43,H. Martin
ORD-00522,2023-11-10 08:25,North America,,Flipkart Online,Authorized Reseller,CUST-112295,iPad Pro 13,256GB/Red,Red,256,24,971116231330LCW,Debit Card,1493.85,9.66,144.38,1349.47,1,1349.47,E. Brown
ORD-00264,2023-11-12 11:49,India,Coimbatore,JD Central,Retail,CUST-594154,iPhone 16 Plus,512GB/Starlight,Starlight,512,12,715572189486GMJ,Debit Card,1168.7,6.34,74.09,1094.61,1,1094.61,A. Kumar
ORD-00092,2023-11-13 23:09,East Asia,,Flipkart Online,Online,CUST-359607,iPhone 16 Plus,256GB/Red,Red,256,24,598523534121GNE,Credit Card,1033.85,13.27,137.17,896.68,1,896.68,A. Kumar
ORD-00171,2023-11-14 19:29,Oceania,,Reliance Digital,Online,CUST-980264,iPad Pro 11,256GB/Red,Red,256,12,631405730044GDY,Cash,1148.85,16.3,187.26,961.59,1,961.59,F. Garcia
ORD-00033,2023-11-14 21:57,Europe,,Walmart,Retail,CUST-850773,iPhone 16,256GB/Red,Red,256,12,965724920868ESS,EMI,918.85,8.07,74.19,844.66,1,844.66,F. Garcia
ORD-00368,2023-11-15 10:09,South East Asia,,Flipkart Online,Retail,CUST-772542,iPhone 15 Pro Max,128GB/Starlight,Starlight,128,12,225403502066GEM,UPI,1199.0,12.05,144.53,1054.47,1,1054.47,J. Park
ORD-00091,2023-11-15 14:42,India,Delhi,Flipkart Online,Retail,CUST-680634,iPhone 16 Pro Max,1024GB/Pink,Pink,1024,24,527749325738GJK,Credit Card,1883.55,13.93,262.31,1621.24,1,1621.24,L. Chen
ORD-00671,2023-11-16 02:17,Latin America,,Walmart,Retail,CUST-345569,iPhone 16,128GB/Blue,Blue,128,24,188363505319XMN,UPI,799.0,12.97,103.61,695.39,1,695.39,S. Singh
ORD-00204,2023-11-17 15:55,Africa,,Lazada,Carrier,CUST-906566,iPhone 16 Pro,128GB/Red,Red,128,24,424415073259VQG,UPI,1099.0,9.78,107.48,991.52,3,2974.56,R. Sharma
ORD-00152,2023-11-17 16:18,South East Asia,,Croma,Online,CUST-955808,iPad Air (M2),512GB/Black,Black,512,12,838362099159WWZ,Net Banking,778.7,14.41,112.22,666.48,1,666.48,A. Kumar
ORD-00982,2023-11-18 12:30,South East Asia,,Walmart,Carrier,CUST-759569,iPhone 16 Plus,512GB/Black,Black,512,24,313466824302WLS,Cash,1168.7,15.48,180.87,987.83,1,987.83,P. Nair
ORD-00626,2023-11-19 12:08,Europe,,eBay Store,Retail,CUST-483282,iPhone 14 Pro Max,256GB/White,White,256,24,362874981001PKR,EMI,1263.85,10.33,130.62,1133.23,1,1133.23,K. Davis
ORD-00117,2023-11-19 18:58,India,Jaipur,Reliance Digital,Authorized Reseller,CUST-955623,iPhone 15,256GB/Starlight,Starlight,256,24,042924875818TRN,Credit Card,918.85,11.41,104.86,813.99,2,1627.98,S. Singh
ORD-00540,2023-11-21 19:47,North America,,Jumia,Online,CUST-785616,iPhone 16 Pro Max,1024GB/White,White,1024,12,448340655819XJR,UPI,1883.55,11.64,219.17,1664.38,1,1664.38,I. Wilson
ORD-00902,2023-11-23 12:16,North America,,Apple Store,Enterprise,CUST-346701,iPhone 16 Plus,256GB/White,White,256,12,860554024745GPC,UPI,1033.85,14.17,146.55,887.3,1,887.3,E. Brown
ORD-00781,2023-11-24 06:23,Europe,,JD Central,Retail,CUST-604218,iPhone 14 Pro,128GB/Red,Red,128,12,251524024691EYF,Credit Card,999.0,10.32,103.13,895.87,1,895.87,H. Martin
ORD-00353,2023-11-24 09:32,Latin America,,Lazada,Online,CUST-694656,iPad Air (M2),512GB/Black,Black,512,12,918767800362HAH,Wallet,778.7,17.43,135.7,643.0,1,643.0,V. Gupta
ORD-00252,2023-11-24 10:02,Latin America,,JD Central,Retail,CUST-259457,iPad Pro 13,256GB/Red,Red,256,24,487861465684WDJ,EMI,1493.85,12.95,193.41,1300.44,1,1300.44,L. Chen
ORD-00760,2023-11-24 10:58,Oceania,,Lazada,Retail,CUST-786688,iPhone 15 Pro,512GB/Red,Red,512,12,442693336326VYV,Credit Card,1298.7,8.01,104.07,1194.63,1,1194.63,E. Brown
ORD-00569,2023-11-27 06:48,East Asia,,Jumia,Carrier,CUST-376624,iPhone 15,128GB/Titanium,Titanium,128,12,013551872571RSC,Credit Card,799.0,10.54,84.19,714.81,1,714.81,J. Park
ORD-00765,2023-11-27 22:27,Africa,,JD Central,Retail,CUST-366070,iPad Air (M2),1024GB/Blue,Blue,1024,24,059252749715GPQ,Debit Card,868.55,12.87,111.82,756.73,2,1513.46,K. Davis
ORD-00066,2023-11-29 04:00,Middle East,,eBay Store,Online,CUST-154206,iPhone 15 Plus,512GB/Titanium,Titanium,512,12,826199582254FSF,UPI,1168.7,13.19,154.21,1014.49,2,2028.98,I. Wilson
ORD-00799,2023-11-30 18:41,Latin America,,Lazada,Online,CUST-845052,iPad Air (M2),128GB/Starlight,Starlight,128,12,081756547717CEE,Credit Card,599.0,7.84,46.98,552.02,1,552.02,R. Sharma
ORD-00115,2023-12-02 20:51,Europe,,JD Central,Retail,CUST-538267,iPhone 15,256GB/Starlight,Starlight,256,24,767495440995VZA,UPI,918.85,16.92,155.49,763.36,1,763.36,K. Davis
ORD-00771,2023-12-03 01:39,Latin America,,Best Buy,Retail,CUST-132167,iPhone 15 Plus,256GB/Black,Black,256,12,049010018603QHM,Net Banking,1033.85,10.42,107.77,926.08,1,926.08,L. Chen
ORD-00227,2023-12-03 15:14,South East Asia,,Apple Reseller,Online,CUST-806584,iPhone 16 Plus,512GB/Starlight,Starlight,512,12,438223817131BPH,Credit Card,1168.7,9.48,110.8,1057.9,1,1057.9,H. Martin
ORD-00421,2023-12-04 08:15,East Asia,,Flipkart Online,Online,CUST-868343,iPhone 16 Pro Max,512GB/Black,Black,512,12,638959921378NME,Debit Card,1688.7,20.66,348.88,1339.82,1,1339.82,A. Kumar
ORD-00469,2023-12-04 20:42,Middle East,,Reliance Digital,Online,CUST-641226,iPhone 16,128GB/Space Black,Space Black,128,12,842918203588RET,Net Banking,799.0,14.87,118.8,680.2,2,1360.4,A. Kumar
ORD-00053,2023-12-06 10:12,North America,,Flipkart Online,Authorized Reseller,CUST-294523,iPhone 14 Pro Max,1024GB/Black,Black,1024,12,870465572101JCM,Debit Card,1593.55,14.02,223.49,1370.06,2,2740.12,R. Sharma
ORD-00254,2023-12-06 20:11,Europe,,Noon,Retail,CUST-858036,iPad Pro 13,256GB/Red,Red,256,24,166566755228ZSP,Credit Card,1493.85,10.36,154.7,1339.15,1,1339.15,V. Gupta
ORD-00141,2023-12-08 03:03,North America,,Jumia,Online,CUST-723157,iPad Pro 11,256GB/Green,Green,256,24,841798271824PUK,Credit Card,1148.85,10.98,126.18,1022.67,2,2045.34,V. Gupta
ORD-00746,2023-12-09 02:33,India,Coimbatore,Amazon Online,Retail,CUST-801158,iPhone 15 Pro,512GB/Midnight,Midnight,512,12,887796330986MNQ,Net Banking,1298.7,7.88,102.32,1196.38,1,1196.38,M. Das
ORD-00868,2023-12-10 03:53,Europe,,Apple Store,Online,CUST-321805,iPad Air (M2),128GB/Black,Black,128,24,181115355653ERH,EMI,599.0,16.51,98.87,500.13,2,1000.26,E. Brown
ORD-00103,2023-12-10 19:57,Europe,,Amazon Online,Authorized Reseller,CUST-821447,iPhone 16,256GB/Green,Green,256,12,918437381718DJP,EMI,918.85,8.07,74.11,844.74,2,1689.48,R. Sharma
ORD-00214,2023-12-13 11:15,Europe,,Apple Store,Online,CUST-806407,iPhone 16 Pro,512GB/Titanium,Titanium,512,12,227205656162YJN,UPI,1428.7,15.07,215.31,1213.39,1,1213.39,R. Sharma
ORD-00855,2023-12-14 06:19,South East Asia,,Amazon Online,Retail,CUST-763851,iPhone 16 Pro,256GB/Titanium,Titanium,256,12,122392585681CRC,Credit Card,1263.85,13.83,174.75,1089.1,3,3267.3,P. Nair
ORD-00833,2023-12-15 18:54,East Asia,,Reliance Digital,Retail,CUST-378840,iPhone 16 Plus,512GB/Space Black,Space Black,512,12,238868422717ZNU,UPI,1168.7,8.92,104.28,1064.42,2,2128.84,S. Singh
ORD-00155,2023-12-16 16:31,Europe,,JD Central,Retail,CUST-963125,iPhone 15 Plus,512GB/Titanium,Titanium,512,24,796009523542BJW,Debit Card,1168.7,12.0,140.28,1028.42,1,1028.42,I. Wilson
ORD-00570,2023-12-17 15:58,Latin America,,Flipkart Online,Retail,CUST-168041,iPhone 16 Pro,256GB/Black,Black,256,24,398223513359ALC,EMI,1263.85,18.43,232.93,1030.92,1,1030.92,J. Park
ORD-00084,2023-12-18 04:02,North America,,Reliance Digital,Online,CUST-128209,iPhone 15 Pro,256GB/Titanium,Titanium,256,12,119252000201ZBC,Credit Card,1148.85,19.39,222.74,926.11,1,926.11,M. Das
ORD-00379,2023-12-18 21:32,Latin America,,JD Central,Online,CUST-429239,iPhone 15 Pro,1024GB/Midnight,Midnight,1024,24,488279124443TVU,Credit Card,1448.55,15.07,218.36,1230.19,3,3690.57,F. Garcia
ORD-00766,2023-12-21 16:06,Oceania,,Croma,Retail,CUST-766092,iPhone 16 Pro,128GB/Green,Green,128,12,825784155983CAS,UPI,1099.0,6.93,76.14,1022.86,1,1022.86,J. Park
ORD-00791,2023-12-23 07:32,North America,,JD Central,Retail,CUST-114913,iPhone 15 Plus,512GB/Midnight,Midnight,512,12,592702044264HAJ,Cash,1168.7,15.14,176.94,991.76,1,991.76,D. Johnson
ORD-00916,2023-12-24 11:24,Middle East,,Target,Enterprise,CUST-263626,iPhone 15 Pro,1024GB/Titanium,Titanium,1024,12,943595967272LWB,Credit Card,1448.55,11.46,165.99,1282.56,2,2565.12,K. Davis
ORD-00295,2023-12-25 04:26,Oceania,,Apple Store,Retail,CUST-176904,iPhone 16 Pro Max,1024GB/Black,Black,1024,12,864891737895STG,EMI,1883.55,9.29,174.98,1708.57,1,1708.57,K. Davis
ORD-00808,2023-12-29 19:29,Latin America,,Walmart,Retail,CUST-867025,iPad Air (M2),256GB/White,White,256,24,383395547677SSV,Credit Card,688.85,11.36,78.25,610.6,2,1221.2,P. Nair
ORD-00614,2023-12-30 13:01,Europe,,Reliance Digital,Retail,CUST-979606,iPhone 16,256GB/Pink,Pink,256,24,043997551451TYB,Credit Card,918.85,15.91,146.19,772.66,2,1545.32,H. Martin
ORD-00869,2023-12-30 14:49,India,Coimbatore,Apple Reseller,Online,CUST-373300,iPhone 16 Plus,512GB/Midnight,Midnight,512,24,928859556882ELC,Credit Card,1168.7,15.25,178.27,990.43,3,2971.29,A. Kumar
ORD-00347,2023-12-31 10:49,Middle East,,Walmart,Retail,CUST-130056,iPhone 16 Pro,256GB/Starlight,Starlight,256,12,537147595738XXF,UPI,1263.85,10.08,127.41,1136.44,2,2272.88,K. Davis
ORD-00873,2024-01-01 16:09,Africa,,Walmart,Online,CUST-661088,iPhone 15 Plus,512GB/Blue,Blue,512,12,575643189630VCF,Credit Card,1168.7,7.79,91.0,1077.7,1,1077.7,R. Sharma
ORD-00711,2024-01-03 06:45,East Asia,,Walmart,Carrier,CUST-148265,iPad Air (M2),256GB/Blue,Blue,256,12,585696549995KRJ,UPI,688.85,2.52,17.37,671.48,2,1342.96,F. Garcia
ORD-00131,2024-01-06 04:53,India,Ahmedabad,Flipkart Online,Retail,CUST-288879,iPhone 14 Plus,128GB/Blue,Blue,128,24,832391197423EVX,Credit Card,799.0,4.08,32.58,766.42,3,2299.26,E. Brown
ORD-00686,2024-01-06 05:56,Europe,,Amazon Online,Retail,CUST-730505,iPad Air (M2),512GB/Starlight,Starlight,512,12,084180528621YHP,Debit Card,778.7,6.03,46.95,731.75,1,731.75,E. Brown
ORD-00461,2024-01-08 23:46,India,Jaipur,Target,Online,CUST-643065,iPhone 16 Plus,512GB/Green,Green,512,12,515901469285BQD,UPI,1168.7,3.02,35.25,1133.45,1,1133.45,V. Gupta
ORD-00009,2024-01-09 08:18,North America,,eBay Store,Online,CUST-104292,iPhone 15 Pro,256GB/Space Black,Space Black,256,24,268599528907XTN,Net Banking,1148.85,5.27,60.56,1088.29,3,3264.87,M. Das
ORD-00330,2024-01-09 09:07,North America,,Jumia,Online,CUST-242589,iPhone 16 Pro Max,128GB/White,White,128,12,095777458058TLW,UPI,1299.0,6.52,84.69,1214.31,1,1214.31,P. Nair
ORD-00567,2024-01-10 13:11,North America,,JD Central,Authorized Reseller,CUST-189337,iPhone 16,256GB/Midnight,Midnight,256,12,218604788084CVN,Credit Card,918.85,2.24,20.57,898.28,2,1796.56,J. Park
ORD-00551,2024-01-10 14:09,North America,,Target,Online,CUST-834678,iPhone 16 Plus,256GB/Midnight,Midnight,256,24,941176987157MDW,Credit Card,1033.85,7.08,73.2,960.65,3,2881.95,F. Garcia
ORD-00896,2024-01-11 00:49,Middle East,,Apple Reseller,Online,CUST-302705,iPhone 16 Pro,1024GB/Pink,Pink,1024,12,115034273951BXF,Net Banking,1593.55,3.4,54.23,1539.32,2,3078.64,E. Brown
ORD-00425,2024-01-11 04:39,North America,,Apple Store,Online,CUST-490067,iPhone 16,128GB/Space Black,Space Black,128,12,230134045147TFQ,Credit Card,799.0,4.27,34.09,764.91,2,1529.82,E. Brown
ORD-00697,2024-01-11 23:32,East Asia,,Noon,Retail,CUST-286726,iPad Pro 11,256GB/Titanium,Titanium,256,24,612356145922PVH,Credit Card,1148.85,0.02,0.2,1148.65,1,1148.65,K. Davis
ORD-00780,2024-01-12 10:56,North America,,Best Buy,Retail,CUST-726148,iPhone 16 Plus,128GB/Titanium,Titanium,128,12,003670312928QBT,Net Banking,899.0,0.2,1.82,897.18,1,897.18,E. Brown
ORD-00230,2024-01-12 13:21,North America,,Flipkart Online,Retail,CUST-811885,iPhone 15,256GB/Midnight,Midnight,256,12,610513881475ARC,Credit Card,918.85,4.09,37.59,881.26,1,881.26,J. Park
ORD-00853,2024-01-13 08:28,East Asia,,Best Buy,Online,CUST-886584,iPhone 15 Pro,256GB/Blue,Blue,256,12,670938335299EML,Credit Card,1148.85,7.21,82.81,1066.04,2,2132.08,V. Gupta
ORD-00386,2024-01-13 15:32,North America,,Apple Reseller,Online,CUST-319799,iPad Air (M2),512GB/Black,Black,512,12,335914451746UUG,Credit Card,778.7,8.97,69.83,708.87,3,2126.61,D. Johnson
ORD-00753,2024-01-16 09:03,Africa,,Apple Store,Online,CUST-277711,iPhone 15 Pro Max,1024GB/Red,Red,1024,24,131499444855GUP,EMI,1738.55,8.02,139.41,1599.14,3,4797.42,S. Singh
ORD-00834,2024-01-17 00:24,South East Asia,,Lazada,Retail,CUST-219829,iPhone 16 Pro Max,512GB/Blue,Blue,512,24,832583378508YMD,Credit Card,1688.7,1.12,18.98,1669.72,3,5009.16,V. Gupta
ORD-00223,2024-01-17 17:17,North America,,Flipkart Online,Enterprise,CUST-645270,iPhone 14,256GB/Titanium,Titanium,256,12,415644868604KHN,Credit Card,803.85,6.63,53.32,750.53,1,750.53,R. Sharma
ORD-00272,2024-01-19 16:51,Europe,,Apple Reseller,Online,CUST-977964,iPhone 16 Pro,256GB/White,White,256,12,731361918851CZH,UPI,1263.85,9.45,119.44,1144.41,2,2288.82,L. Chen
ORD-00685,2024-01-19 21:05,North America,,Apple Reseller,Carrier,CUST-974840,iPad Pro 13,256GB/Starlight,Starlight,256,12,700266728786LEA,EMI,1493.85,1.58,23.68,1470.17,2,2940.34,P. Nair
ORD-00960,2024-01-20 10:02,South East Asia,,Croma,Online,CUST-490402,iPhone 14 Plus,256GB/Midnight,Midnight,256,12,001085777014EYZ,Credit Card,918.85,9.82,90.2,828.65,2,1657.3,F. Garcia
ORD-00643,2024-01-20 20:30,Oceania,,Amazon Online,Carrier,CUST-331339,iPhone 15 Plus,256GB/Pink,Pink,256,12,419931973337HTK,Credit Card,1033.85,1.4,14.43,1019.42,1,1019.42,K. Davis
ORD-00592,2024-01-21 05:02,Africa,,Reliance Digital,Online,CUST-927961,iPhone 15 Plus,256GB/White,White,256,12,142122169410TKL,UPI,1033.85,8.86,91.58,942.27,2,1884.54,I. Wilson
ORD-00507,2024-01-24 20:38,Middle East,,Noon,Online,CUST-750392,iPad Air (M2),1024GB/White,White,1024,12,681039411275DGU,UPI,868.55,7.39,64.21,804.34,1,804.34,L. Chen
ORD-00389,2024-01-25 05:30,India,Jaipur,Flipkart Online,Retail,CUST-714870,iPad Pro 13,1024GB/Starlight,Starlight,1024,12,837871037091TPG,Cash,1883.55,2.4,45.23,1838.32,1,1838.32,L. Chen
ORD-00638,2024-01-25 23:41,India,Mumbai,eBay Store,Retail,CUST-493798,iPad Pro 13,128GB/Starlight,Starlight,128,12,309189686086VUP,Credit Card,1299.0,1.07,13.84,1285.16,1,1285.16,R. Sharma
ORD-00357,2024-01-27 16:25,Middle East,,JD Central,Online,CUST-276259,iPhone 15 Pro,512GB/Pink,Pink,512,24,336471370361GPC,Wallet,1298.7,6.42,83.4,1215.3,1,1215.3,F. Garcia
ORD-00710,2024-01-27 21:54,Latin America,,Amazon Online,Retail,CUST-292152,iPhone 15 Plus,128GB/Red,Red,128,24,952588360623VXN,Credit Card,899.0,4.7,42.22,856.78,1,856.78,S. Singh
ORD-00219,2024-01-28 22:37,India,Coimbatore,eBay Store,Online,CUST-490443,iPhone 14 Pro,256GB/Red,Red,256,24,135117668670DUU,Net Banking,1148.85,9.38,107.73,1041.12,3,3123.36,H. Martin
ORD-00768,2024-01-29 04:13,Latin America,,Apple Reseller,Carrier,CUST-807159,iPhone 16 Plus,512GB/Blue,Blue,512,12,273915151127LFZ,UPI,1168.7,2.31,27.0,1141.7,1,1141.7,E. Brown
ORD-00132,2024-01-29 18:19,India,Pune,Croma,Online,CUST-312117,iPhone 16 Pro,1024GB/Blue,Blue,1024,24,018608554710PRE,Credit Card,1593.55,4.55,72.57,1520.98,1,1520.98,M. Das
ORD-00603,2024-01-30 05:19,India,Delhi,eBay Store,Online,CUST-469206,iPhone 16 Pro Max,128GB/Titanium,Titanium,128,24,101159197003WWL,Wallet,1299.0,6.66,86.49,1212.51,1,1212.51,H. Martin
ORD-00126,2024-02-04 01:10,East Asia,,Walmart,Online,CUST-973292,iPhone 14 Plus,256GB/Titanium,Titanium,256,24,319527160175LHR,Debit Card,918.85,5.18,47.57,871.28,1,871.28,F. Garcia
ORD-00363,2024-02-07 09:33,East Asia,,Lazada,Authorized Reseller,CUST-314087,iPad Pro 11,1024GB/Titanium,Titanium,1024,24,752558893948ESA,Credit Card,1448.55,3.98,57.65,1390.9,3,4172.7,V. Gupta
ORD-00080,2024-02-08 04:26,North America,,Noon,Retail,CUST-309210,iPhone SE (3rd Gen),128GB/Titanium,Titanium,128,12,898692841407YTA,UPI,493.35,3.66,18.06,475.29,1,475.29,I. Wilson
ORD-00607,2024-02-09 15:21,Africa,,Apple Store,Retail,CUST-899092,iPad Pro 11,512GB/Space Black,Space Black,512,12,695083297012NYE,Debit Card,1298.7,0.15,1.99,1296.71,1,1296.71,P. Nair
